Date (AAAAMMJJ);Precipitations (mm);Temperature min (C);Heure Temp min;Temperature max (C);Heure Temp max;Temperature moyenne (C);Moyenne Temp min-max (C);Amplitude thermique (C);Duree gel (min);Meteo;vacance_scolaire;Saison
20200809;0.0;22.3;422;39.5;1454;30.8;30.9;17.2;0;Canicule;Oui;Ete
20200810;0.0;21.5;513;36.1;1510;28.7;28.8;14.6;0;Canicule;Oui;Ete
20200811;1.0;21.8;404;38.4;1236;27.5;30.1;16.6;0;Canicule;Oui;Ete
20200812;9.3;21.9;359;37.8;1500;27.1;29.9;15.9;0;Canicule;Oui;Ete
20200813;6.0;19.6;340;28.6;1214;23.2;24.1;9.0;0;Pluie;Oui;Ete
20200814;0.0;19.6;250;28.0;1429;22.1;23.8;8.4;0;Chaleurs;Oui;Ete
20200815;0.0;18.4;449;29.9;1518;22.8;24.2;11.5;0;Chaleurs;Oui;Ete
20200816;5.8;17.5;814;28.1;1428;21.5;22.8;10.6;0;Pluie;Oui;Ete
20200817;2.0;17.2;2331;24.9;1407;20.3;21.1;7.7;0;Pluie;Oui;Ete
20200818;0.6;16.6;2325;27.4;1357;22.1;22.0;10.8;0;Chaleurs;Oui;Ete
20200819;0.4;18.1;349;25.3;1326;22.1;21.7;7.2;0;Chaleurs;Oui;Ete
20200820;1.2;19.7;437;32.5;1308;26.4;26.1;12.8;0;Canicule;Oui;Ete
20200821;0.0;21.6;437;30.1;1445;25.0;25.9;8.5;0;Canicule;Oui;Ete
20200822;0.0;17.2;504;27.1;1443;21.7;22.2;9.9;0;Chaleurs;Oui;Ete
20200823;0.0;16.0;515;24.5;1457;19.3;20.3;8.5;0;Soleil;Oui;Ete
20200824;0.2;14.5;337;23.1;1315;18.2;18.8;8.6;0;Soleil;Oui;Ete
20200825;0.6;14.0;2333;29.4;1351;21.8;21.7;15.4;0;Chaleurs;Oui;Ete
20200826;0.0;16.7;528;26.2;1446;20.2;21.5;9.5;0;Chaleurs;Oui;Ete
20200827;0.2;13.7;104;26.7;1405;20.5;20.2;13.0;0;Chaleurs;Oui;Ete
20200828;0.8;15.8;534;24.5;1527;17.7;20.2;8.7;0;Soleil;Oui;Ete
20200829;1.6;13.1;533;19.6;1221;15.4;16.4;6.5;0;Pluie;Oui;Ete
20200830;1.4;12.6;235;23.8;1406;16.7;18.2;11.2;0;Pluie;Oui;Ete
20200831;0.2;12.8;436;23.4;1311;16.9;18.1;10.6;0;Soleil;Oui;Ete
20200901;0.0;10.3;547;24.5;1351;16.6;17.4;14.2;0;Gris;Non;Ete
20200902;0.0;10.3;504;24.9;1539;17.5;17.6;14.6;0;Gris;Non;Ete
20200903;0.0;15.8;416;29.4;1356;22.8;22.6;13.6;0;Chaleurs;Non;Ete
20200904;0.4;17.9;506;31.7;1452;23.1;24.8;13.8;0;Canicule;Non;Ete
20200905;0.0;15.2;557;22.9;1430;17.6;19.1;7.7;0;Gris;Non;Ete
20200906;0.2;12.7;110;22.1;1411;16.0;17.4;9.4;0;Gris;Non;Ete
20200907;0.0;11.2;516;25.8;1412;17.8;18.5;14.6;0;Gris;Non;Ete
20200908;0.0;13.1;332;28.5;1500;20.5;20.8;15.4;0;Chaleurs;Non;Ete
20200909;0.0;18.9;2257;29.6;1438;22.9;24.3;10.7;0;Chaleurs;Non;Ete
20200910;0.0;16.5;431;28.6;1350;21.2;22.6;12.1;0;Chaleurs;Non;Ete
20200911;0.0;14.7;608;28.6;1428;20.7;21.7;13.9;0;Chaleurs;Non;Ete
20200912;0.0;13.2;536;24.9;1539;18.1;19.1;11.7;0;Gris;Non;Ete
20200913;0.0;12.3;532;30.0;1508;19.6;21.2;17.7;0;Gris;Non;Ete
20200914;0.0;12.7;438;35.2;1533;22.6;24.0;22.5;0;Canicule;Non;Ete
20200915;0.0;16.4;520;35.7;1502;24.8;26.1;19.3;0;Canicule;Non;Ete
20200916;0.0;17.5;555;33.8;1512;24.5;25.7;16.3;0;Canicule;Non;Ete
20200917;0.0;16.9;533;29.0;1427;21.1;23.0;12.1;0;Chaleurs;Non;Ete
20200918;0.0;12.6;550;29.6;1311;20.9;21.1;17.0;0;Chaleurs;Non;Ete
20200919;1.8;18.9;2358;30.3;1410;23.3;24.6;11.4;0;Canicule;Non;Ete
20200920;0.0;17.1;408;30.3;1541;22.5;23.7;13.2;0;Canicule;Non;Ete
20200921;0.0;14.2;559;29.5;1431;20.3;21.9;15.3;0;Chaleurs;Non;Ete
20200922;0.2;11.9;546;28.8;1503;20.0;20.4;16.9;0;Chaleurs;Non;Automne
20200923;4.6;16.1;541;22.7;1237;18.3;19.4;6.6;0;Pluie;Non;Automne
20200924;12.1;11.7;506;18.5;1536;13.8;15.1;6.8;0;Pluie;Non;Automne
20200925;2.6;10.0;1205;15.3;1528;11.9;12.7;5.3;0;Pluie;Non;Automne
20200926;5.0;9.6;554;16.8;1307;12.2;13.2;7.2;0;Pluie;Non;Automne
20200927;11.0;10.1;540;14.9;1546;12.3;12.5;4.8;0;Pluie;Non;Automne
20200928;4.2;12.1;451;15.7;1544;13.5;13.9;3.6;0;Pluie;Non;Automne
20200929;2.0;13.3;1952;17.9;1457;15.8;15.6;4.6;0;Pluie;Non;Automne
20200930;2.2;14.8;34;20.1;1220;17.0;17.5;5.3;0;Pluie;Non;Automne
20201001;12.6;13.5;826;18.5;1158;14.5;16.0;5.0;0;Pluie;Non;Automne
20201002;21.5;11.3;340;15.2;1139;12.6;13.3;3.9;0;Pluie;Non;Automne
20201003;1.2;9.6;553;15.5;1238;12.3;12.6;5.9;0;Pluie;Non;Automne
20201004;9.4;9.3;505;16.5;1430;12.0;12.9;7.2;0;Pluie;Non;Automne
20201005;5.4;10.6;343;14.3;1236;12.5;12.5;3.7;0;Pluie;Non;Automne
20201006;1.0;11.9;300;17.0;1131;13.9;14.5;5.1;0;Gris;Non;Automne
20201007;0.2;12.0;147;19.4;1253;15.0;15.7;7.4;0;Gris;Non;Automne
20201008;1.0;14.3;503;19.5;1531;16.8;16.9;5.2;0;Gris;Non;Automne
20201009;1.0;14.0;727;20.0;1507;15.1;17.0;6.0;0;Gris;Non;Automne
20201010;1.4;9.8;607;17.4;1214;12.4;13.6;7.6;0;Pluie;Non;Automne
20201011;0.2;9.3;643;16.3;1351;11.4;12.8;7.0;0;Frais;Non;Automne
20201012;1.4;7.2;423;15.0;1248;11.2;11.1;7.8;0;Pluie;Non;Automne
20201013;1.6;9.5;529;15.3;1334;10.7;12.4;5.8;0;Pluie;Non;Automne
20201014;0.2;6.5;112;17.1;1335;10.6;11.8;10.6;0;Frais;Non;Automne
20201015;0.0;7.8;508;15.2;1437;10.3;11.5;7.4;0;Frais;Non;Automne
20201016;0.0;9.1;317;17.3;1218;11.0;13.2;8.2;0;Frais;Non;Automne
20201017;0.0;9.2;456;14.2;1437;9.9;11.7;5.0;0;Frais;Non;Automne
20201018;0.0;5.7;659;18.1;1417;10.0;11.9;12.4;0;Frais;Non;Automne
20201019;0.4;6.0;623;16.1;1258;11.0;11.1;10.1;0;Frais;Non;Automne
20201020;9.8;9.9;137;14.8;1027;13.2;12.4;4.9;0;Pluie;Oui;Automne
20201021;0.0;13.2;4;22.6;1422;17.3;17.9;9.4;0;Gris;Oui;Automne
20201022;0.0;14.5;2321;20.4;1105;16.9;17.5;5.9;0;Gris;Oui;Automne
20201023;0.0;15.1;337;21.2;1321;16.2;18.2;6.1;0;Gris;Oui;Automne
20201024;1.4;11.7;222;16.5;1040;14.5;14.1;4.8;0;Pluie;Oui;Automne
20201025;10.4;10.9;1751;12.9;1540;11.9;11.9;2.0;0;Pluie;Oui;Automne
20201026;0.0;7.9;534;15.4;1421;11.1;11.7;7.5;0;Frais;Oui;Automne
20201027;3.6;8.5;350;13.6;2000;10.8;11.1;5.1;0;Pluie;Oui;Automne
20201028;2.4;10.5;640;14.8;1303;13.0;12.7;4.3;0;Pluie;Oui;Automne
20201029;0.0;10.7;100;15.1;1924;13.4;12.9;4.4;0;Gris;Oui;Automne
20201030;0.0;14.0;26;16.6;1309;14.9;15.3;2.6;0;Gris;Oui;Automne
20201031;1.0;11.1;737;18.2;1620;14.9;14.7;7.1;0;Gris;Oui;Automne
20201101;0.4;13.1;344;18.8;1451;16.7;16.0;5.7;0;Gris;Oui;Automne
20201102;1.4;13.4;1637;20.2;1208;16.3;16.8;6.8;0;Pluie;Oui;Automne
20201103;0.0;8.3;718;15.0;1308;9.9;11.7;6.7;0;Frais;Oui;Automne
20201104;0.2;3.9;508;14.6;1416;7.7;9.3;10.7;0;Frais;Oui;Automne
20201105;0.0;3.4;643;14.6;1305;7.7;9.0;11.2;0;Frais;Oui;Automne
20201106;0.0;3.3;635;15.4;1158;8.2;9.4;12.1;0;Frais;Non;Automne
20201107;0.0;6.4;551;17.7;1346;11.3;12.1;11.3;0;Frais;Non;Automne
20201108;0.0;9.4;352;18.2;1251;13.5;13.8;8.8;0;Gris;Non;Automne
20201109;1.0;10.3;151;19.8;1238;14.3;15.1;9.5;0;Gris;Non;Automne
20201110;1.6;12.3;6;15.2;1236;13.5;13.8;2.9;0;Pluie;Non;Automne
20201111;0.2;10.3;814;12.5;402;11.5;11.4;2.2;0;Frais;Non;Automne
20201112;0.0;10.0;1759;15.4;1144;11.7;12.7;5.4;0;Frais;Non;Automne
20201113;0.0;8.8;2300;16.0;1443;13.2;12.4;7.2;0;Gris;Non;Automne
20201114;0.2;11.0;435;18.2;1253;14.4;14.6;7.2;0;Gris;Non;Automne
20201115;3.6;12.4;1754;15.4;1015;13.5;13.9;3.0;0;Pluie;Non;Automne
20201116;0.0;10.7;624;12.9;1259;11.8;11.8;2.2;0;Frais;Non;Automne
20201117;0.0;10.9;153;13.9;1508;12.1;12.4;3.0;0;Gris;Non;Automne
20201118;1.4;7.3;416;17.1;1357;12.1;12.2;9.8;0;Pluie;Non;Automne
20201119;1.4;8.8;555;13.3;1210;10.2;11.1;4.5;0;Pluie;Non;Automne
20201120;0.0;4.3;708;12.0;1323;7.5;8.2;7.7;0;Frais;Non;Automne
20201121;0.0;5.0;447;12.3;1320;8.0;8.7;7.3;0;Frais;Non;Automne
20201122;0.4;5.1;222;12.8;1332;8.8;9.0;7.7;0;Frais;Non;Automne
20201123;1.2;8.9;517;13.5;1319;10.4;11.2;4.6;0;Pluie;Non;Automne
20201124;0.2;5.9;514;10.7;1335;7.7;8.3;4.8;0;Frais;Non;Automne
20201125;0.0;5.5;205;12.8;1405;8.1;9.2;7.3;0;Frais;Non;Automne
20201126;0.0;3.4;651;13.5;1340;7.0;8.5;10.1;0;Frais;Non;Automne
20201127;0.2;6.0;1933;12.7;1344;7.9;9.4;6.7;0;Frais;Non;Automne
20201128;0.0;3.6;735;12.3;1340;6.4;8.0;8.7;0;Frais;Non;Automne
20201129;0.0;2.5;805;4.0;1033;3.1;3.3;1.5;0;Froid;Non;Automne
20201130;1.6;-0.3;624;9.1;223;4.1;4.4;9.4;33;Pluie;Non;Automne
20201201;0.0;4.8;1826;9.5;1233;7.7;7.2;4.7;0;Frais;Non;Automne
20201202;0.4;6.6;2019;9.2;1250;7.7;7.9;2.6;0;Frais;Non;Automne
20201203;10.2;6.0;154;8.3;2254;7.0;7.2;2.3;0;Pluie;Non;Automne
20201204;1.0;4.7;1745;8.2;1201;5.9;6.5;3.5;0;Frais;Non;Automne
20201205;1.2;3.4;312;6.8;1452;5.4;5.1;3.4;0;Pluie;Non;Automne
20201206;0.0;4.3;337;7.8;1321;4.9;6.1;3.5;0;Froid;Non;Automne
20201207;0.0;1.3;146;5.8;1317;3.9;3.6;4.5;0;Froid;Non;Automne
20201208;0.0;2.0;446;6.6;1148;3.7;4.3;4.6;0;Froid;Non;Automne
20201209;0.2;0.4;646;4.8;309;2.8;2.6;4.4;0;Froid;Non;Automne
20201210;4.2;3.2;1801;8.0;555;5.7;5.6;4.8;0;Pluie;Non;Automne
20201211;7.0;6.0;2319;12.1;1301;9.3;9.1;6.1;0;Pluie;Non;Automne
20201212;1.6;8.9;1632;11.6;1149;9.1;10.3;2.7;0;Pluie;Non;Automne
20201213;1.0;3.6;708;9.7;501;6.6;6.7;6.1;0;Frais;Non;Automne
20201214;6.2;7.8;1801;12.4;1305;10.9;10.1;4.6;0;Pluie;Non;Automne
20201215;0.8;9.8;1753;12.3;1241;10.2;11.1;2.5;0;Frais;Non;Automne
20201216;2.6;5.4;830;11.3;2254;8.5;8.4;5.9;0;Pluie;Non;Automne
20201217;0.0;9.0;639;11.6;1353;9.6;10.3;2.6;0;Frais;Non;Automne
20201218;0.2;6.4;738;11.8;1327;8.5;9.1;5.4;0;Frais;Non;Automne
20201219;1.4;6.8;233;12.0;1440;9.7;9.4;5.2;0;Pluie;Non;Automne
20201220;4.6;9.4;1759;11.8;1314;9.9;10.6;2.4;0;Pluie;Non;Automne
20201221;8.8;8.4;430;14.5;51;10.9;11.5;6.1;0;Pluie;Non;Hiver
20201222;14.0;13.5;1809;15.8;1335;14.7;14.7;2.3;0;Pluie;Oui;Hiver
20201223;7.4;11.5;1758;14.3;1431;12.4;12.9;2.8;0;Pluie;Oui;Hiver
20201224;2.0;5.4;1754;8.3;1041;6.7;6.9;2.9;0;Pluie;Oui;Hiver
20201225;0.0;3.6;154;6.6;1247;4.5;5.1;3.0;0;Froid;Oui;Hiver
20201226;0.0;2.1;642;6.4;1415;4.3;4.3;4.3;0;Froid;Oui;Hiver
20201227;9.8;4.4;2334;7.7;1152;6.0;6.1;3.3;0;Pluie;Oui;Hiver
20201228;12.2;3.4;1441;5.9;1202;4.2;4.7;2.5;0;Pluie;Oui;Hiver
20201229;1.6;1.8;2109;5.6;2241;4.5;3.7;3.8;0;Pluie;Oui;Hiver
20201230;2.4;3.2;743;7.4;1320;5.0;5.3;4.2;0;Pluie;Oui;Hiver
20201231;0.4;3.6;1800;6.7;601;4.5;5.2;3.1;0;Froid;Oui;Hiver
20210101;0.0;0.1;317;4.8;1321;2.0;2.5;4.7;0;Froid;Oui;Hiver
20210102;0.2;-1.0;723;4.8;1349;2.0;1.9;5.8;523;Froid;Oui;Hiver
20210103;0.0;2.8;753;4.9;1245;3.4;3.9;2.1;0;Froid;Oui;Hiver
20210104;0.0;2.5;904;3.8;1447;3.0;3.2;1.3;0;Froid;Oui;Hiver
20210105;0.2;2.6;809;3.3;1349;3.0;3.0;0.7;0;Froid;Oui;Hiver
20210106;0.4;2.8;2135;4.2;1851;3.5;3.5;1.4;0;Froid;Oui;Hiver
20210107;0.2;2.7;1733;4.6;1221;3.2;3.7;1.9;0;Froid;Oui;Hiver
20210108;0.0;2.1;2323;5.0;1412;2.9;3.6;2.9;62;Froid;Non;Hiver
20210109;0.0;-1.2;314;5.4;1210;1.1;2.1;6.6;522;Froid;Non;Hiver
20210110;0.2;-1.0;323;5.6;1202;1.1;2.3;6.6;554;Neige;Non;Hiver
20210111;0.4;-0.6;2240;6.3;548;3.9;2.9;6.9;73;Froid;Non;Hiver
20210112;4.8;4.9;2114;9.9;1551;7.4;7.4;5.0;0;Pluie;Non;Hiver
20210113;1.8;5.4;304;10.5;1246;8.6;8.0;5.1;0;Pluie;Non;Hiver
20210114;3.0;9.2;2254;11.8;1455;9.2;10.5;2.6;0;Pluie;Non;Hiver
20210115;0.0;1.5;835;5.2;1202;2.3;3.4;3.7;0;Froid;Non;Hiver
20210116;9.8;-0.1;1020;6.1;434;1.4;3.0;6.2;119;Neige;Non;Hiver
20210117;0.4;1.5;1801;8.7;1311;6.2;5.1;7.2;0;Frais;Non;Hiver
20210118;0.0;2.9;615;9.0;1358;5.9;6.0;6.1;0;Frais;Non;Hiver
20210119;2.6;5.1;1000;7.8;2232;6.4;6.5;2.7;0;Pluie;Non;Hiver
20210120;6.8;5.2;2117;13.1;1322;10.2;9.2;7.9;0;Pluie;Non;Hiver
20210121;11.0;6.5;715;10.6;1810;9.0;8.6;4.1;0;Pluie;Non;Hiver
20210122;0.2;4.7;530;9.5;1407;6.5;7.1;4.8;0;Frais;Non;Hiver
20210123;4.4;3.2;620;6.8;1242;4.1;5.0;3.6;0;Pluie;Non;Hiver
20210124;2.6;0.4;730;3.7;1923;2.3;2.1;3.3;0;Pluie;Non;Hiver
20210125;0.0;2.1;441;7.7;1409;3.8;4.9;5.6;0;Froid;Non;Hiver
20210126;3.4;2.0;331;5.0;1333;3.5;3.5;3.0;0;Pluie;Non;Hiver
20210127;7.2;2.2;231;11.4;508;6.0;6.8;9.2;0;Pluie;Non;Hiver
20210128;4.2;8.4;1801;14.9;1325;12.4;11.7;6.5;0;Pluie;Non;Hiver
20210129;7.0;10.0;1741;13.0;1222;10.8;11.5;3.0;0;Pluie;Non;Hiver
20210130;5.8;8.2;2316;14.4;1206;10.6;11.3;6.2;0;Pluie;Non;Hiver
20210131;5.4;6.5;516;10.3;418;8.5;8.4;3.8;0;Pluie;Non;Hiver
20210201;2.2;8.3;1724;10.5;1036;9.3;9.4;2.2;0;Pluie;Non;Hiver
20210202;1.2;7.5;2200;15.9;1329;12.2;11.7;8.4;0;Pluie;Non;Hiver
20210203;7.0;9.7;1704;13.5;1153;11.0;11.6;3.8;0;Pluie;Non;Hiver
20210204;0.0;6.2;309;12.6;1414;9.2;9.4;6.4;0;Frais;Non;Hiver
20210205;2.0;8.2;2329;13.1;1210;10.2;10.7;4.9;0;Pluie;Non;Hiver
20210206;16.4;7.7;423;9.1;1221;8.2;8.4;1.4;0;Pluie;Non;Hiver
20210207;1.6;1.3;1250;5.5;645;2.8;3.4;4.2;23;Pluie;Non;Hiver
20210208;0.0;-0.8;1719;0.5;1153;-0.5;-0.2;1.3;1213;Froid;Non;Hiver
20210209;1.0;-3.0;827;-0.6;2119;-1.9;-1.8;2.4;1440;Neige;Non;Hiver
20210210;0.0;-5.3;900;1.3;1417;-2.5;-2.0;6.6;1255;Froid;Non;Hiver
20210211;0.0;-4.7;413;2.5;1207;-1.6;-1.1;7.2;1063;Froid;Non;Hiver
20210212;0.2;-2.9;350;2.1;1400;-1.3;-0.4;5.0;1077;Neige;Non;Hiver
20210213;0.0;-4.8;711;1.5;1429;-1.9;-1.7;6.3;1156;Froid;Non;Hiver
20210214;0.6;-4.1;657;3.4;559;-0.3;-0.4;7.5;665;Neige;Non;Hiver
20210215;0.0;1.5;1817;9.5;1905;6.6;5.5;8.0;0;Frais;Non;Hiver
20210216;1.4;6.6;529;12.2;1414;9.4;9.4;5.6;0;Pluie;Non;Hiver
20210217;0.0;8.6;200;13.8;1401;10.3;11.2;5.2;0;Frais;Non;Hiver
20210218;6.8;8.1;2145;10.9;1222;8.8;9.5;2.8;0;Pluie;Non;Hiver
20210219;0.0;5.5;18;15.1;1446;10.0;10.3;9.6;0;Frais;Non;Hiver
20210220;0.0;8.8;707;19.3;1503;13.7;14.1;10.5;0;Gris;Non;Hiver
20210221;0.0;9.7;658;19.4;1345;14.0;14.6;9.7;0;Gris;Non;Hiver
20210222;0.0;10.9;516;15.5;1505;13.3;13.2;4.6;0;Gris;Non;Hiver
20210223;0.0;11.2;403;19.5;1442;14.7;15.4;8.3;0;Gris;Oui;Hiver
20210224;0.0;10.5;459;20.7;1458;14.5;15.6;10.2;0;Gris;Oui;Hiver
20210225;1.2;9.8;445;18.1;1343;13.4;14.0;8.3;0;Pluie;Oui;Hiver
20210226;0.8;7.5;725;14.5;1201;9.6;11.0;7.0;0;Frais;Oui;Hiver
20210227;0.0;3.2;621;13.6;1415;7.5;8.4;10.4;0;Frais;Oui;Hiver
20210228;0.0;2.8;624;13.4;1420;7.3;8.1;10.6;0;Frais;Oui;Hiver
20210301;0.0;3.1;528;16.0;1426;8.8;9.6;12.9;0;Frais;Oui;Hiver
20210302;0.0;3.3;505;19.0;1444;10.3;11.2;15.7;0;Frais;Oui;Hiver
20210303;1.2;7.1;431;19.3;1259;13.2;13.2;12.2;0;Pluie;Oui;Hiver
20210304;0.0;9.2;302;13.3;944;10.0;11.3;4.1;0;Frais;Oui;Hiver
20210305;0.0;4.3;656;7.4;1613;5.2;5.9;3.1;0;Frais;Oui;Hiver
20210306;0.0;0.3;619;11.4;1451;5.0;5.9;11.1;0;Frais;Oui;Hiver
20210307;0.0;-1.2;615;12.1;1435;4.8;5.5;13.3;281;Froid;Oui;Hiver
20210308;0.0;-0.3;603;10.6;1525;4.7;5.2;10.9;87;Froid;Oui;Hiver
20210309;0.0;2.4;256;14.3;1547;7.8;8.4;11.9;0;Frais;Oui;Hiver
20210310;1.2;3.7;144;11.8;554;7.7;7.8;8.1;0;Pluie;Oui;Hiver
20210311;3.8;7.3;2002;16.1;1213;11.1;11.7;8.8;0;Pluie;Oui;Hiver
20210312;5.6;5.5;615;12.8;1318;8.5;9.2;7.3;0;Pluie;Non;Hiver
20210313;5.8;7.1;1736;12.6;1302;8.4;9.9;5.5;0;Pluie;Non;Hiver
20210314;2.8;2.8;2305;14.0;1230;8.3;8.4;11.2;0;Pluie;Non;Hiver
20210315;1.6;7.2;2332;13.2;1122;9.1;10.2;6.0;0;Pluie;Non;Hiver
20210316;2.4;5.6;214;10.5;2149;8.3;8.1;4.9;0;Pluie;Non;Hiver
20210317;2.6;6.1;607;11.4;1200;7.6;8.8;5.3;0;Pluie;Non;Hiver
20210318;2.8;4.6;307;8.6;1555;6.6;6.6;4.0;0;Pluie;Non;Hiver
20210319;0.0;3.9;635;11.2;1321;6.6;7.6;7.3;0;Frais;Non;Hiver
20210320;0.0;2.1;600;11.7;1517;6.3;6.9;9.6;0;Frais;Non;Printemps
20210321;0.0;4.5;157;13.9;1407;7.9;9.2;9.4;0;Frais;Non;Printemps
20210322;0.0;3.4;520;9.6;1431;6.7;6.5;6.2;0;Frais;Non;Printemps
20210323;0.0;1.7;537;16.4;1554;9.1;9.1;14.7;0;Frais;Non;Printemps
20210324;1.6;5.4;549;20.2;1431;12.2;12.8;14.8;0;Pluie;Non;Printemps
20210325;0.4;8.4;49;15.6;1532;10.8;12.0;7.2;0;Frais;Non;Printemps
20210326;2.2;6.4;613;15.7;1512;10.2;11.1;9.3;0;Pluie;Non;Printemps
20210327;0.0;5.1;530;14.0;1510;9.6;9.6;8.9;0;Frais;Non;Printemps
20210328;0.0;6.9;615;18.3;1547;12.2;12.6;11.4;0;Doux;Non;Printemps
20210329;0.0;6.6;532;24.9;1548;14.9;15.8;18.3;0;Doux;Non;Printemps
20210330;0.0;7.8;457;26.9;1511;16.5;17.4;19.1;0;Soleil;Non;Printemps
20210331;0.0;9.0;532;27.3;1600;17.5;18.2;18.3;0;Soleil;Non;Printemps
20210401;0.0;10.2;538;27.3;1247;18.2;18.8;17.1;0;Soleil;Non;Printemps
20210402;0.0;6.6;556;16.9;1342;10.4;11.8;10.3;0;Frais;Non;Printemps
20210403;0.0;5.5;2246;14.7;1513;8.8;10.1;9.2;0;Frais;Non;Printemps
20210404;0.0;2.9;526;15.6;1415;8.9;9.3;12.7;0;Frais;Non;Printemps
20210405;0.4;4.8;357;10.2;1100;5.3;7.5;5.4;0;Frais;Non;Printemps
20210406;0.2;0.7;2332;9.6;1159;4.4;5.2;8.9;0;Froid;Non;Printemps
20210407;0.0;0.5;306;11.4;1353;6.0;6.0;10.9;0;Frais;Non;Printemps
20210408;0.0;4.8;525;14.6;1532;8.4;9.7;9.8;0;Frais;Non;Printemps
20210409;13.7;4.6;234;17.9;1423;10.7;11.3;13.3;0;Pluie;Non;Printemps
20210410;12.3;8.0;324;15.4;1545;10.7;11.7;7.4;0;Pluie;Non;Printemps
20210411;0.6;4.5;612;8.7;1609;6.2;6.6;4.2;0;Frais;Non;Printemps
20210412;0.2;3.0;356;13.6;1319;7.5;8.3;10.6;0;Frais;Non;Printemps
20210413;0.0;1.8;531;14.0;1416;7.5;7.9;12.2;0;Frais;Non;Printemps
20210414;0.0;1.9;522;14.0;1312;7.7;8.0;12.1;0;Frais;Non;Printemps
20210415;0.0;2.4;529;13.8;1444;7.5;8.1;11.4;;Frais;Non;Printemps
20210416;0.0;2.5;520;13.0;959;7.9;7.8;10.5;0;Frais;Non;Printemps
20210417;0.0;4.2;509;16.7;1307;10.1;10.5;12.5;0;Frais;Non;Printemps
20210418;0.0;3.9;443;16.8;1141;9.7;10.4;12.9;0;Frais;Non;Printemps
20210419;0.0;4.3;501;19.9;1428;12.0;12.1;15.6;;Doux;Non;Printemps
20210420;0.0;6.6;514;21.7;1322;13.4;14.2;15.1;0;Doux;Oui;Printemps
20210421;0.6;7.1;400;22.0;1345;13.8;14.6;14.9;0;Doux;Oui;Printemps
20210422;0.0;5.9;501;20.1;1414;12.7;13.0;14.2;0;Doux;Oui;Printemps
20210423;0.0;5.8;503;21.9;1427;14.0;13.9;16.1;0;Doux;Oui;Printemps
20210424;0.0;6.3;514;22.8;1512;14.6;14.6;16.5;0;Doux;Oui;Printemps
20210425;0.0;6.8;458;19.8;1332;12.8;13.3;13.0;0;Doux;Oui;Printemps
20210426;0.0;5.2;454;21.5;1502;13.1;13.4;16.3;0;Doux;Oui;Printemps
20210427;0.0;5.0;503;22.2;1521;13.6;13.6;17.2;0;Doux;Oui;Printemps
20210428;6.1;6.2;421;21.3;1032;12.9;13.8;15.1;0;Pluie;Oui;Printemps
20210429;0.0;7.4;425;15.8;1052;11.0;11.6;8.4;0;Frais;Oui;Printemps
20210430;0.0;8.0;503;16.0;1340;11.0;12.0;8.0;0;Frais;Oui;Printemps
20210501;0.4;8.0;533;12.3;1557;9.8;10.2;4.3;;Frais;Oui;Printemps
20210502;0.2;5.3;503;15.3;1241;9.5;10.3;10.0;0;Frais;Oui;Printemps
20210503;0.4;5.8;448;18.8;1554;12.9;12.3;13.0;;Doux;Oui;Printemps
20210504;0.0;9.8;57;16.5;1554;12.2;13.2;6.7;0;Doux;Oui;Printemps
20210505;1.2;6.4;357;14.9;1219;9.8;10.7;8.5;0;Pluie;Oui;Printemps
20210506;6.4;7.6;526;10.9;1533;8.7;9.3;3.3;0;Pluie;Oui;Printemps
20210507;0.0;5.7;449;17.8;1354;12.1;11.8;12.1;0;Doux;Non;Printemps
20210508;0.6;9.9;2114;22.8;1557;15.9;16.4;12.9;0;Soleil;Non;Printemps
20210509;3.2;14.0;2059;28.6;1342;20.1;21.3;14.6;0;Pluie;Non;Printemps
20210510;0.2;12.9;524;21.0;1349;15.6;17.0;8.1;0;Soleil;Non;Printemps
20210511;1.0;9.3;404;16.7;752;13.6;13.0;7.4;0;Doux;Non;Printemps
20210512;4.6;8.7;412;16.3;1010;13.1;12.5;7.6;0;Pluie;Non;Printemps
20210513;0.2;8.9;539;17.9;1344;12.8;13.4;9.0;0;Doux;Non;Printemps
20210514;4.6;10.0;206;15.6;1359;12.0;12.8;5.6;0;Pluie;Non;Printemps
20210515;7.6;9.8;612;17.8;1449;12.5;13.8;8.0;0;Pluie;Non;Printemps
20210516;1.4;9.6;325;18.5;1332;12.9;14.1;8.9;0;Pluie;Non;Printemps
20210517;1.8;11.1;346;17.9;1610;13.6;14.5;6.8;0;Pluie;Non;Printemps
20210518;1.4;10.7;432;17.8;1223;12.8;14.3;7.1;0;Pluie;Non;Printemps
20210519;3.0;8.9;2158;16.9;1701;12.7;12.9;8.0;0;Pluie;Non;Printemps
20210520;0.0;8.0;507;18.1;1529;14.0;13.1;10.1;0;Doux;Non;Printemps
20210521;0.2;11.8;426;19.7;1432;14.3;15.8;7.9;0;Doux;Non;Printemps
20210522;4.2;10.5;57;16.8;1207;12.6;13.7;6.3;0;Pluie;Non;Printemps
20210523;2.2;9.1;508;18.6;1415;14.0;13.9;9.5;0;Pluie;Non;Printemps
20210524;5.4;9.7;1451;16.4;1219;11.7;13.1;6.7;0;Pluie;Non;Printemps
20210525;8.8;7.8;204;16.6;1208;12.2;12.2;8.8;0;Pluie;Non;Printemps
20210526;0.6;10.2;106;16.7;1336;13.1;13.5;6.5;0;Doux;Non;Printemps
