date,jour_semaine,jour_mois,semaine_annee,mois,annee,saison,vacances_scolaires,temperature_moyenne,temperature_min,temperature_max,meteo_principale,indice_chaleur,indice_froid,lits_total,lits_occupes,taux_occupation_lits,nb_medecins_disponibles,nb_infirmiers_disponibles,nb_aides_soignants_disponibles,taux_couverture_personnel,nombre_admissions,nombre_passages_urgences,nombre_hospitalisations,nombre_sorties,evenement_special,impact_evenement_estime
2022-10-05,Mercredi,5,40,10,2022,Automne,0,"16,7","12,0","21,8",Gris,"0,0","0,0",1650,1078,"0,65",70,260,210,"1,0",366,920,237,207,Aucun,"0,0"
2022-10-06,Jeudi,6,40,10,2022,Automne,0,"14,4","10,5","22,3",Gris,"0,0","0,0",1650,1103,"0,67",70,260,210,"1,0",328,920,213,212,Aucun,"0,0"
2022-10-07,Vendredi,7,40,10,2022,Automne,0,"13,6","6,9","22,5",Gris,"0,0","0,0",1650,1076,"0,65",70,260,210,"1,0",375,1012,243,206,Aucun,"0,0"
2022-10-08,Samedi,8,40,10,2022,Automne,0,"14,2","10,5","21,2",Gris,"0,0","0,0",1650,1007,"0,61",70,260,210,"1,0",396,1058,257,193,Aucun,"0,0"
2022-10-09,Dimanche,9,40,10,2022,Automne,0,"12,9","5,9","21,5",Gris,"0,0","0,0",1650,1082,"0,66",70,260,210,"1,0",292,993,189,208,Aucun,"0,0"
2022-10-10,Lundi,10,41,10,2022,Automne,0,"14,9","9,5","21,0",Gris,"0,0","0,0",1650,1187,"0,72",70,260,210,"1,0",464,920,301,228,Aucun,"0,0"
2022-10-11,Mardi,11,41,10,2022,Automne,0,"13,6","9,1","21,3",Gris,"0,0","0,0",1650,909,"0,55",70,260,210,"1,0",434,920,282,174,Aucun,"0,0"
2022-10-12,Mercredi,12,41,10,2022,Automne,0,"13,3","6,5","22,2",Pluie,"0,0","0,0",1650,1301,"0,79",70,260,210,"1,0",379,920,246,250,Aucun,"0,0"
2022-10-13,Jeudi,13,41,10,2022,Automne,0,"14,5","12,7","15,8",Pluie,"0,0","0,0",1650,1330,"0,81",70,260,210,"1,0",365,920,237,255,Aucun,"0,0"
2022-10-14,Vendredi,14,41,10,2022,Automne,0,"15,5","14,5","17,4",Pluie,"0,0","0,0",1650,1387,"0,84",70,260,210,"1,0",322,1012,209,266,Aucun,"0,0"
2022-10-15,Samedi,15,41,10,2022,Automne,0,"16,9","15,2","19,7",Pluie,"0,0","0,0",1650,1095,"0,66",70,260,210,"1,0",471,1058,306,210,Aucun,"0,0"
2022-10-16,Dimanche,16,41,10,2022,Automne,0,"17,3","13,9","20,8",Gris,"0,0","0,0",1650,1394,"0,84",70,260,210,"1,0",273,993,177,268,Aucun,"0,0"
2022-10-17,Lundi,17,42,10,2022,Automne,0,"17,7","16,2","19,2",Pluie,"0,0","0,0",1650,1068,"0,65",70,260,210,"1,0",473,920,307,205,Aucun,"0,0"
2022-10-18,Mardi,18,42,10,2022,Automne,0,"16,9","14,9","19,7",Gris,"0,0","0,0",1650,1108,"0,67",70,260,210,"1,0",329,920,213,213,Aucun,"0,0"
2022-10-19,Mercredi,19,42,10,2022,Automne,0,"17,7","13,8","23,4",Pluie,"0,0","0,0",1650,1003,"0,61",70,260,210,"1,0",263,920,170,192,Aucun,"0,0"
2022-10-20,Jeudi,20,42,10,2022,Automne,0,"18,2","16,0","23,5",Pluie,"0,0","0,0",1650,1028,"0,62",70,260,210,"1,0",287,920,186,197,Aucun,"0,0"
2022-10-21,Vendredi,21,42,10,2022,Automne,0,"17,4","14,9","21,9",Pluie,"0,0","0,0",1650,1193,"0,72",70,260,210,"1,0",357,1012,232,229,Aucun,"0,0"
2022-10-22,Samedi,22,42,10,2022,Automne,0,"17,4","13,9","23,0",Gris,"0,0","0,0",1650,990,"0,6",70,260,210,"1,0",417,1058,271,190,Aucun,"0,0"
2022-10-23,Dimanche,23,42,10,2022,Automne,0,"19,0","14,8","23,7",Gris,"0,0","0,0",1650,1119,"0,68",70,260,210,"1,0",376,993,244,215,Aucun,"0,0"
2022-10-24,Lundi,24,43,10,2022,Automne,0,"16,7","15,4","19,8",Gris,"0,0","0,0",1650,1266,"0,77",70,260,210,"1,0",356,920,231,243,Aucun,"0,0"
2022-10-25,Mardi,25,43,10,2022,Automne,1,"16,4","13,9","19,5",Gris,"0,0","0,0",1650,1218,"0,74",70,260,210,"1,0",250,966,162,234,Aucun,"0,0"
2022-10-26,Mercredi,26,43,10,2022,Automne,1,"18,2","15,1","23,4",Gris,"0,0","0,0",1650,1236,"0,75",70,260,210,"1,0",343,966,222,237,Aucun,"0,0"
2022-10-27,Jeudi,27,43,10,2022,Automne,1,"18,3","14,6","24,9",Gris,"0,0","0,0",1650,1560,"0,95",70,260,210,"1,0",352,966,228,300,Aucun,"0,0"
2022-10-28,Vendredi,28,43,10,2022,Automne,1,"18,3","13,8","23,4",Gris,"0,0","0,0",1650,1067,"0,65",70,260,210,"1,0",285,1062,185,205,Aucun,"0,0"
2022-10-29,Samedi,29,43,10,2022,Automne,1,"18,9","15,4","24,8",Gris,"0,0","0,0",1650,1063,"0,64",70,260,210,"1,0",236,1110,153,204,Aucun,"0,0"
2022-10-30,Dimanche,30,43,10,2022,Automne,1,"15,9","13,4","20,1",Gris,"0,0","0,0",1650,1351,"0,82",70,260,210,"1,0",235,1043,152,259,Aucun,"0,0"
2022-10-31,Lundi,31,44,10,2022,Automne,1,"16,6","11,5","21,0",Pluie,"0,0","0,0",1650,1060,"0,64",70,260,210,"1,0",433,966,281,203,Aucun,"0,0"
2022-11-01,Mardi,1,44,11,2022,Automne,1,"14,8","11,6","17,7",Gris,"0,0","0,0",1650,1232,"0,75",70,260,210,"1,0",271,966,176,236,Aucun,"0,0"
2022-11-02,Mercredi,2,44,11,2022,Automne,1,"13,4","10,9","16,7",Gris,"0,0","0,0",1650,1259,"0,76",70,260,210,"1,0",291,966,189,242,Aucun,"0,0"
2022-11-03,Jeudi,3,44,11,2022,Automne,1,"12,2","11,7","15,2",Pluie,"0,0","0,0",1650,904,"0,55",70,260,210,"1,0",345,966,224,173,Aucun,"0,0"
2022-11-04,Vendredi,4,44,11,2022,Automne,0,"10,6","10,0","14,9",Pluie,"0,0","0,0",1650,1451,"0,88",70,260,210,"1,0",471,1012,306,279,Aucun,"0,0"
2022-11-05,Samedi,5,44,11,2022,Automne,0,"9,9","6,3","13,2",Frais,"0,0","0,0",1650,1091,"0,66",70,260,210,"1,0",261,1058,169,209,Aucun,"0,0"
2022-11-06,Dimanche,6,44,11,2022,Automne,0,"10,5","9,0","12,8",Pluie,"0,0","0,0",1650,1210,"0,73",70,260,210,"1,0",326,993,211,232,Aucun,"0,0"
2022-11-07,Lundi,7,45,11,2022,Automne,0,"13,9","11,7","17,4",Gris,"0,0","0,0",1650,1486,"0,9",70,260,210,"1,0",407,920,264,285,Aucun,"0,0"
2022-11-08,Mardi,8,45,11,2022,Automne,0,"14,1","10,5","18,0",Gris,"0,0","0,0",1650,1023,"0,62",70,260,210,"1,0",347,920,225,196,Aucun,"0,0"
2022-11-09,Mercredi,9,45,11,2022,Automne,0,"12,9","11,1","16,8",Gris,"0,0","0,0",1650,1034,"0,63",70,260,210,"1,0",260,920,169,198,Aucun,"0,0"
2022-11-10,Jeudi,10,45,11,2022,Automne,0,"9,8","6,8","12,5",Frais,"0,0","0,0",1650,1451,"0,88",70,260,210,"1,0",357,920,232,279,Aucun,"0,0"
2022-11-11,Vendredi,11,45,11,2022,Automne,0,"10,4","9,1","15,8",Frais,"0,0","0,0",1650,1191,"0,72",70,260,210,"1,0",322,1012,209,229,Aucun,"0,0"
2022-11-12,Samedi,12,45,11,2022,Automne,0,"10,8","7,7","17,7",Frais,"0,0","0,0",1650,1351,"0,82",70,260,210,"1,0",304,1058,197,259,Aucun,"0,0"
2022-11-13,Dimanche,13,45,11,2022,Automne,0,"10,0","6,4","17,4",Frais,"0,0","0,0",1650,1067,"0,65",70,260,210,"1,0",487,993,316,205,Aucun,"0,0"
2022-11-14,Lundi,14,46,11,2022,Automne,0,"9,9","6,2","13,4",Frais,"0,0","0,0",1650,1327,"0,8",70,260,210,"1,0",324,920,210,255,Aucun,"0,0"
2022-11-15,Mardi,15,46,11,2022,Automne,0,"11,1","8,4","13,1",Pluie,"0,0","0,0",1650,1459,"0,88",70,260,210,"1,0",409,920,265,280,Aucun,"0,0"
2022-11-16,Mercredi,16,46,11,2022,Automne,0,"11,6","9,0","13,8",Pluie,"0,0","0,0",1650,1095,"0,66",70,260,210,"1,0",402,920,261,210,Aucun,"0,0"
2022-11-17,Jeudi,17,46,11,2022,Automne,0,"12,4","11,1","15,3",Gris,"0,0","0,0",1650,1337,"0,81",70,260,210,"1,0",402,920,261,257,Aucun,"0,0"
2022-11-18,Vendredi,18,46,11,2022,Automne,0,"10,2","8,2","14,5",Frais,"0,0","0,0",1650,1238,"0,75",70,260,210,"1,0",419,1012,272,238,Aucun,"0,0"
2022-11-19,Samedi,19,46,11,2022,Automne,0,"9,1","6,4","13,9",Frais,"0,0","0,0",1650,1347,"0,82",70,260,210,"1,0",382,1058,248,259,Aucun,"0,0"
2022-11-20,Dimanche,20,46,11,2022,Automne,0,"8,5","6,2","10,9",Frais,"0,0","0,0",1650,1262,"0,76",70,260,210,"1,0",405,993,263,242,Aucun,"0,0"
2022-11-21,Lundi,21,47,11,2022,Automne,0,"7,6","6,5","8,9",Pluie,"0,0","0,0",1650,1179,"0,71",70,260,210,"1,0",347,920,225,226,Aucun,"0,0"
2022-11-22,Mardi,22,47,11,2022,Automne,0,"8,8","5,6","11,6",Frais,"0,0","0,0",1650,1020,"0,62",70,260,210,"1,0",446,920,289,196,Aucun,"0,0"
2022-11-23,Mercredi,23,47,11,2022,Automne,0,"9,1","6,2","14,3",Pluie,"0,0","0,0",1650,1090,"0,66",70,260,210,"1,0",386,920,250,209,Aucun,"0,0"
2022-11-24,Jeudi,24,47,11,2022,Automne,0,"10,7","8,1","13,2",Frais,"0,0","0,0",1650,1365,"0,83",70,260,210,"1,0",362,920,235,262,Aucun,"0,0"
2022-11-25,Vendredi,25,47,11,2022,Automne,0,"10,1","8,6","13,5",Frais,"0,0","0,0",1650,1162,"0,7",70,260,210,"1,0",373,1012,242,223,Aucun,"0,0"
2022-11-26,Samedi,26,47,11,2022,Automne,0,"7,2","5,2","8,9",Frais,"0,0","0,0",1650,1278,"0,77",70,260,210,"1,0",208,1058,135,245,Aucun,"0,0"
2022-11-27,Dimanche,27,47,11,2022,Automne,0,"8,3","6,4","10,3",Pluie,"0,0","0,0",1650,1511,"0,92",70,260,210,"1,0",352,993,228,290,Aucun,"0,0"
2022-11-28,Lundi,28,48,11,2022,Automne,0,"9,8","8,3","12,3",Frais,"0,0","0,0",1650,1191,"0,72",70,260,210,"1,0",337,920,219,229,Aucun,"0,0"
2022-11-29,Mardi,29,48,11,2022,Automne,0,"8,0","7,1","9,7",Frais,"0,0","0,0",1650,1415,"0,86",70,260,210,"1,0",377,920,245,272,Aucun,"0,0"
2022-11-30,Mercredi,30,48,11,2022,Automne,0,"6,7","4,6","8,4",Frais,"0,0","0,0",1650,1201,"0,73",70,260,210,"1,0",353,920,229,230,Aucun,"0,0"
2022-12-01,Jeudi,1,48,12,2022,Hiver,0,"5,7","4,6","6,4",Frais,"0,0","0,0",1650,1222,"0,74",70,260,210,"1,0",412,920,267,235,Epidemie_grippe,"0,19"
2022-12-02,Vendredi,2,48,12,2022,Hiver,0,"4,7","3,6","5,7",Pluie,"0,0","0,0",1650,1183,"0,72",70,260,210,"1,0",401,1012,260,227,Epidemie_grippe,"0,15"
2022-12-03,Samedi,3,48,12,2022,Hiver,0,"3,5","2,9","4,3",Froid,"0,0","0,0",1650,1176,"0,71",70,260,210,"1,0",342,1058,222,226,Epidemie_grippe,"0,15"
2022-12-04,Dimanche,4,48,12,2022,Hiver,0,"3,6","2,6","4,7",Pluie,"0,0","0,0",1650,1068,"0,65",70,260,210,"1,0",364,993,236,205,Epidemie_grippe,"0,25"
2022-12-05,Lundi,5,49,12,2022,Hiver,0,"2,7","1,9","3,5",Froid,"0,0","0,0",1650,819,"0,5",70,260,210,"1,0",428,920,278,157,Epidemie_grippe,"0,1"
2022-12-06,Mardi,6,49,12,2022,Hiver,0,"3,6","2,4","5,6",Froid,"0,0","0,0",1650,1087,"0,66",70,260,210,"1,0",327,920,212,209,Epidemie_grippe,"0,2"
2022-12-07,Mercredi,7,49,12,2022,Hiver,0,"4,3","0,7","7,7",Froid,"0,0","0,0",1650,1125,"0,68",70,260,210,"1,0",350,920,227,216,Epidemie_grippe,"0,16"
2022-12-08,Jeudi,8,49,12,2022,Hiver,0,"3,8","2,8","4,2",Froid,"0,0","0,0",1650,1371,"0,83",70,260,210,"1,0",491,920,319,263,Epidemie_grippe,"0,2"
2022-12-09,Vendredi,9,49,12,2022,Hiver,0,"2,1","0,0","4,1",Froid,"0,0","0,0",1650,1138,"0,69",70,260,210,"1,0",499,1012,324,218,Epidemie_grippe,"0,3"
2022-12-10,Samedi,10,49,12,2022,Hiver,0,"2,0","0,5","5,0",Froid,"0,0","0,0",1650,1120,"0,68",70,260,210,"1,0",411,1058,267,215,Epidemie_grippe,"0,16"
2022-12-11,Dimanche,11,49,12,2022,Hiver,0,"-1,1","-2,0","0,5",Froid,"0,0","2,0",1650,1393,"0,84",70,260,210,"1,0",311,1092,202,267,Epidemie_grippe,"0,18"
2022-12-12,Lundi,12,50,12,2022,Hiver,0,"-1,2","-1,9","0,8",Froid,"0,0","1,9",1650,1230,"0,75",70,260,210,"1,0",501,1012,325,236,Epidemie_grippe,"0,31"
2022-12-13,Mardi,13,50,12,2022,Hiver,0,"-0,6","-3,1","2,6",Froid,"0,0","3,1",1650,1271,"0,77",70,260,210,"1,0",483,1012,313,244,Epidemie_grippe,"0,31"
2022-12-14,Mercredi,14,50,12,2022,Hiver,0,"0,8","-0,4","2,8",Neige,"0,0","0,4",1650,1452,"0,88",70,260,210,"1,0",388,920,252,279,Epidemie_grippe,"0,18"
2022-12-15,Jeudi,15,50,12,2022,Hiver,0,"-0,5","-2,7","2,2",Froid,"0,0","2,7",1650,1047,"0,63",70,260,210,"1,0",502,1012,326,201,Epidemie_grippe,"0,2"
2022-12-16,Vendredi,16,50,12,2022,Hiver,0,"-0,6","-1,7","1,9",Froid,"0,0","1,7",1650,755,"0,46",70,260,210,"1,0",421,1113,273,145,Epidemie_grippe,"0,16"
2022-12-17,Samedi,17,50,12,2022,Hiver,0,"-1,5","-2,5","0,6",Froid,"0,0","2,5",1650,1147,"0,7",70,260,210,"1,0",314,1163,204,220,Epidemie_grippe,"0,31"
2022-12-18,Dimanche,18,50,12,2022,Hiver,0,"-0,5","-4,2","7,7",Neige,"0,0","4,2",1650,1299,"0,79",70,260,210,"1,0",486,1092,315,249,Epidemie_grippe,"0,21"
2022-12-19,Lundi,19,51,12,2022,Hiver,0,"9,8","2,1","13,1",Frais,"0,0","0,0",1650,1161,"0,7",70,260,210,"1,0",351,920,228,223,Epidemie_grippe,"0,15"
2022-12-20,Mardi,20,51,12,2022,Hiver,1,"11,6","10,7","12,4",Pluie,"0,0","0,0",1650,1034,"0,63",70,260,210,"1,0",358,966,232,198,Epidemie_grippe,"0,1"
2022-12-21,Mercredi,21,51,12,2022,Hiver,1,"11,1","8,7","13,1",Pluie,"0,0","0,0",1650,1257,"0,76",70,260,210,"1,0",445,966,289,241,Epidemie_grippe,"0,19"
2022-12-22,Jeudi,22,51,12,2022,Hiver,1,"13,0","11,4","14,8",Pluie,"0,0","0,0",1650,1023,"0,62",70,260,210,"1,0",419,966,272,196,Epidemie_grippe,"0,13"
2022-12-23,Vendredi,23,51,12,2022,Hiver,1,"13,9","13,3","16,1",Gris,"0,0","0,0",1650,1214,"0,74",70,260,210,"1,0",538,1062,349,233,Epidemie_grippe,"0,1"
2022-12-24,Samedi,24,51,12,2022,Hiver,1,"11,2","11,0","12,1",Pluie,"0,0","0,0",1650,1334,"0,81",70,260,210,"1,0",302,1110,196,256,Epidemie_grippe,"0,21"
2022-12-25,Dimanche,25,51,12,2022,Hiver,1,"12,3","10,4","13,9",Gris,"0,0","0,0",1650,1311,"0,79",70,260,210,"1,0",352,1043,228,252,Epidemie_grippe,"0,11"
2022-12-26,Lundi,26,52,12,2022,Hiver,1,"10,2","8,1","12,6",Pluie,"0,0","0,0",1650,1515,"0,92",70,260,210,"1,0",429,966,278,291,Epidemie_grippe,"0,17"
2022-12-27,Mardi,27,52,12,2022,Hiver,1,"7,4","5,3","10,3",Frais,"0,0","0,0",1650,1067,"0,65",70,260,210,"1,0",329,966,213,205,Epidemie_grippe,"0,11"
2022-12-28,Mercredi,28,52,12,2022,Hiver,1,"10,8","7,1","12,0",Pluie,"0,0","0,0",1650,1139,"0,69",70,260,210,"1,0",613,966,398,219,Epidemie_grippe,"0,2"
2022-12-29,Jeudi,29,52,12,2022,Hiver,1,"10,4","9,6","12,3",Frais,"0,0","0,0",1650,1248,"0,76",70,260,210,"1,0",316,966,205,240,Epidemie_grippe,"0,13"
2022-12-30,Vendredi,30,52,12,2022,Hiver,1,"11,2","6,0","16,3",Pluie,"0,0","0,0",1650,1136,"0,69",70,260,210,"1,0",479,1062,311,218,Epidemie_grippe,"0,11"
2022-12-31,Samedi,31,52,12,2022,Hiver,1,"15,7","14,5","16,5",Gris,"0,0","0,0",1650,1006,"0,61",70,260,210,"1,0",191,1110,124,193,Epidemie_grippe,"0,21"
2023-01-01,Dimanche,1,52,1,2023,Hiver,1,"13,6","11,7","15,3",Pluie,"0,0","0,0",1650,1485,"0,9",60,228,210,"0,92",227,1043,147,285,Epidemie_grippe,"0,25"
2023-01-02,Lundi,2,1,1,2023,Hiver,1,"10,7","10,0","12,9",Pluie,"0,0","0,0",1650,948,"0,57",61,239,210,"0,94",434,966,282,182,Epidemie_grippe,"0,24"
2023-01-03,Mardi,3,1,1,2023,Hiver,1,"8,4","5,7","11,2",Pluie,"0,0","0,0",1650,1106,"0,67",58,230,210,"0,92",412,966,267,212,Epidemie_grippe,"0,25"
2023-01-04,Mercredi,4,1,1,2023,Hiver,1,"12,5","9,5","14,3",Gris,"0,0","0,0",1650,1140,"0,69",61,222,210,"0,91",404,966,262,219,Epidemie_grippe,"0,12"
2023-01-05,Jeudi,5,1,1,2023,Hiver,1,"12,9","11,9","14,1",Gris,"0,0","0,0",1650,1196,"0,72",59,234,210,"0,93",254,966,165,230,Epidemie_grippe,"0,14"
2023-01-06,Vendredi,6,1,1,2023,Hiver,0,"12,0","10,9","13,6",Gris,"0,0","0,0",1650,1356,"0,82",62,237,210,"0,94",482,1012,313,260,Epidemie_grippe,"0,11"
2023-01-07,Samedi,7,1,1,2023,Hiver,0,"10,4","8,2","11,5",Pluie,"0,0","0,0",1650,1041,"0,63",56,240,210,"0,94",383,1058,248,200,Epidemie_grippe,"0,14"
2023-01-08,Dimanche,8,1,1,2023,Hiver,0,"9,7","8,1","11,6",Pluie,"0,0","0,0",1650,1229,"0,74",59,232,210,"0,93",386,993,250,236,Epidemie_grippe,"0,11"
2023-01-09,Lundi,9,2,1,2023,Hiver,0,"7,7","6,6","9,8",Pluie,"0,0","0,0",1650,1261,"0,76",63,228,210,"0,93",364,920,236,242,Epidemie_grippe,"0,15"
2023-01-10,Mardi,10,2,1,2023,Hiver,0,"8,1","5,1","12,7",Pluie,"0,0","0,0",1650,1485,"0,9",62,241,210,"0,95",427,920,277,285,Epidemie_grippe,"0,2"
2023-01-11,Mercredi,11,2,1,2023,Hiver,0,"11,2","10,5","12,7",Frais,"0,0","0,0",1650,1424,"0,86",57,220,210,"0,9",352,920,228,273,Epidemie_grippe,"0,13"
2023-01-12,Jeudi,12,2,1,2023,Hiver,0,"11,3","9,7","12,2",Pluie,"0,0","0,0",1650,1391,"0,84",62,235,210,"0,94",460,920,299,267,Epidemie_grippe,"0,23"
2023-01-13,Vendredi,13,2,1,2023,Hiver,0,"9,9","9,0","11,8",Frais,"0,0","0,0",1650,1111,"0,67",60,227,210,"0,92",495,1012,321,213,Epidemie_grippe,"0,22"
2023-01-14,Samedi,14,2,1,2023,Hiver,0,"10,5","8,3","12,6",Pluie,"0,0","0,0",1650,1104,"0,67",57,234,210,"0,93",241,1058,156,212,Epidemie_grippe,"0,16"
2023-01-15,Dimanche,15,2,1,2023,Hiver,0,"7,7","6,3","10,0",Pluie,"0,0","0,0",1650,1340,"0,81",56,228,210,"0,91",362,993,235,257,Epidemie_grippe,"0,16"
2023-01-16,Lundi,16,3,1,2023,Hiver,0,"5,7","4,7","7,0",Pluie,"0,0","0,0",1650,1249,"0,76",63,219,210,"0,91",483,920,313,240,Epidemie_grippe,"0,19"
2023-01-17,Mardi,17,3,1,2023,Hiver,0,"2,9","1,5","4,4",Froid,"0,0","0,0",1650,1246,"0,76",59,226,210,"0,92",387,920,251,239,Epidemie_grippe,"0,14"
2023-01-18,Mercredi,18,3,1,2023,Hiver,0,"2,9","0,2","6,9",Froid,"0,0","0,0",1650,1282,"0,78",59,234,210,"0,93",519,920,337,246,Epidemie_grippe,"0,15"
2023-01-19,Jeudi,19,3,1,2023,Hiver,0,"1,9","0,8","3,4",Neige,"0,0","0,0",1650,1000,"0,61",63,231,210,"0,93",421,920,273,192,Epidemie_grippe,"0,21"
2023-01-20,Vendredi,20,3,1,2023,Hiver,0,"3,8","0,5","7,4",Froid,"0,0","0,0",1650,1218,"0,74",57,229,210,"0,92",530,1012,344,234,Epidemie_grippe,"0,24"
2023-01-21,Samedi,21,3,1,2023,Hiver,0,"2,2","0,2","5,7",Froid,"0,0","0,0",1650,1039,"0,63",62,220,210,"0,91",403,1058,261,199,Epidemie_grippe,"0,15"
2023-01-22,Dimanche,22,3,1,2023,Hiver,0,"1,2","-0,4","2,7",Froid,"0,0","0,4",1650,1223,"0,74",56,230,210,"0,92",409,993,265,235,Epidemie_grippe,"0,25"
2023-01-23,Lundi,23,4,1,2023,Hiver,0,"2,4","1,2","3,3",Froid,"0,0","0,0",1650,1154,"0,7",61,237,210,"0,94",426,920,276,221,Epidemie_grippe,"0,19"
2023-01-24,Mardi,24,4,1,2023,Hiver,0,"2,7","1,6","3,6",Froid,"0,0","0,0",1650,1066,"0,65",57,239,210,"0,94",449,920,291,205,Epidemie_grippe,"0,12"
2023-01-25,Mercredi,25,4,1,2023,Hiver,0,"1,2","-0,1","2,1",Neige,"0,0","0,1",1650,1027,"0,62",58,233,210,"0,93",440,920,286,197,Epidemie_grippe,"0,21"
2023-01-26,Jeudi,26,4,1,2023,Hiver,0,"3,1","-0,3","5,5",Froid,"0,0","0,3",1650,1224,"0,74",60,234,210,"0,93",561,920,364,235,Epidemie_grippe,"0,25"
2023-01-27,Vendredi,27,4,1,2023,Hiver,0,"4,9","4,5","5,3",Froid,"0,0","0,0",1650,1104,"0,67",61,223,210,"0,91",528,1012,343,212,Epidemie_grippe,"0,11"
2023-01-28,Samedi,28,4,1,2023,Hiver,0,"3,2","1,8","4,5",Froid,"0,0","0,0",1650,1283,"0,78",60,236,210,"0,94",380,1058,247,246,Epidemie_grippe,"0,25"
2023-01-29,Dimanche,29,4,1,2023,Hiver,0,"2,8","-1,4","5,9",Froid,"0,0","1,4",1650,935,"0,57",60,229,210,"0,92",319,993,207,179,Epidemie_grippe,"0,32"
2023-01-30,Lundi,30,5,1,2023,Hiver,0,"6,4","4,5","9,7",Frais,"0,0","0,0",1650,1154,"0,7",57,238,210,"0,94",460,920,299,221,Epidemie_grippe,"0,24"
2023-01-31,Mardi,31,5,1,2023,Hiver,0,"6,8","2,5","10,2",Frais,"0,0","0,0",1650,1253,"0,76",56,236,210,"0,93",453,920,294,240,Epidemie_grippe,"0,23"
2023-02-01,Mercredi,1,5,2,2023,Hiver,0,"8,8","7,2","11,0",Frais,"0,0","0,0",1650,1187,"0,72",70,260,210,"1,0",426,920,276,228,Epidemie_grippe,"0,2"
2023-02-02,Jeudi,2,5,2,2023,Hiver,0,"8,8","6,4","10,7",Frais,"0,0","0,0",1650,1105,"0,67",70,260,210,"1,0",614,920,399,212,Epidemie_grippe,"0,24"
2023-02-03,Vendredi,3,5,2,2023,Hiver,0,"9,5","7,9","10,8",Frais,"0,0","0,0",1650,1165,"0,71",70,260,210,"1,0",222,1012,144,224,Epidemie_grippe,"0,13"
2023-02-04,Samedi,4,5,2,2023,Hiver,0,"9,5","9,2","10,6",Pluie,"0,0","0,0",1650,1163,"0,7",70,260,210,"1,0",393,1058,255,223,Epidemie_grippe,"0,16"
2023-02-05,Dimanche,5,5,2,2023,Hiver,0,"7,7","7,2","11,6",Frais,"0,0","0,0",1650,1203,"0,73",70,260,210,"1,0",133,993,86,231,Epidemie_grippe,"0,15"
2023-02-06,Lundi,6,6,2,2023,Hiver,0,"4,7","1,7","10,4",Froid,"0,0","0,0",1650,943,"0,57",70,260,210,"1,0",469,920,304,181,Epidemie_grippe,"0,2"
2023-02-07,Mardi,7,6,2,2023,Hiver,0,"3,2","0,3","9,0",Froid,"0,0","0,0",1650,1144,"0,69",70,260,210,"1,0",400,920,260,220,Epidemie_grippe,"0,12"
2023-02-08,Mercredi,8,6,2,2023,Hiver,0,"2,7","-1,7","9,2",Froid,"0,0","1,7",1650,1105,"0,67",70,260,210,"1,0",408,920,265,212,Epidemie_grippe,"0,21"
2023-02-09,Jeudi,9,6,2,2023,Hiver,0,"3,4","-1,6","9,1",Froid,"0,0","1,6",1650,1351,"0,82",70,260,210,"1,0",477,920,310,259,Epidemie_grippe,"0,3"
2023-02-10,Vendredi,10,6,2,2023,Hiver,0,"7,4","2,6","10,8",Frais,"0,0","0,0",1650,1120,"0,68",70,260,210,"1,0",368,1012,239,215,Epidemie_grippe,"0,18"
2023-02-11,Samedi,11,6,2,2023,Hiver,0,"7,1","1,8","12,4",Frais,"0,0","0,0",1650,961,"0,58",70,260,210,"1,0",319,1058,207,184,Epidemie_grippe,"0,17"
2023-02-12,Dimanche,12,6,2,2023,Hiver,0,"7,5","6,8","10,0",Frais,"0,0","0,0",1650,1280,"0,78",70,260,210,"1,0",400,993,260,246,Epidemie_grippe,"0,22"
2023-02-13,Lundi,13,7,2,2023,Hiver,1,"7,0","2,2","14,4",Frais,"0,0","0,0",1650,1152,"0,7",70,260,210,"1,0",349,966,226,221,Epidemie_grippe,"0,16"
2023-02-14,Mardi,14,7,2,2023,Hiver,1,"7,1","1,6","15,9",Frais,"0,0","0,0",1650,970,"0,59",70,260,210,"1,0",382,966,248,186,Epidemie_grippe,"0,21"
2023-02-15,Mercredi,15,7,2,2023,Hiver,1,"7,5","3,0","13,3",Frais,"0,0","0,0",1650,1149,"0,7",70,260,210,"1,0",319,966,207,220,Epidemie_grippe,"0,1"
2023-02-16,Jeudi,16,7,2,2023,Hiver,1,"10,1","4,1","14,8",Frais,"0,0","0,0",1650,1148,"0,7",70,260,210,"1,0",294,966,191,220,Epidemie_grippe,"0,17"
2023-02-17,Vendredi,17,7,2,2023,Hiver,1,"13,3","11,3","16,2",Gris,"0,0","0,0",1650,1081,"0,66",70,260,210,"1,0",218,1062,141,207,Epidemie_grippe,"0,21"
2023-02-18,Samedi,18,7,2,2023,Hiver,1,"12,0","11,5","12,7",Gris,"0,0","0,0",1650,1189,"0,72",70,260,210,"1,0",370,1110,240,228,Epidemie_grippe,"0,17"
2023-02-19,Dimanche,19,7,2,2023,Hiver,1,"11,1","10,5","15,2",Frais,"0,0","0,0",1650,970,"0,59",70,260,210,"1,0",410,1043,266,186,Epidemie_grippe,"0,22"
2023-02-20,Lundi,20,8,2,2023,Hiver,1,"8,8","4,9","15,5",Frais,"0,0","0,0",1650,1307,"0,79",70,260,210,"1,0",389,966,252,251,Epidemie_grippe,"0,14"
